question,answer,table,level,tool_id,code,api_call,tool,tool_call
"For an economics project, Joy determined the cost of ferry rides for bicycles and cars. How much higher is the fare for a bicycle on the Seattle-Bremerton ferry than on the Fauntleroy-Vashon ferry?",3,"Ferry | Bicycle | Car
Seattle-Bremerton | $8 | $12
Southport-Fort Fisher | $2 | $5
Fauntleroy-Vashon | $5 | $15
Ocracoke | $3 | $15
Mukilteu-Clinton | $5 | $7",5,7326,"import pandas as pd

def calculate_fare_difference(df, ferry1, ferry2):
    """"""
    This function takes in a pandas DataFrame representing a ferry fare table and two ferry names, and returns the difference in bicycle fare between the two ferries.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing ferry names and their fares for bicycles and cars with columns 'Ferry', 'Bicycle', and 'Car'.
    ferry1 (str): The name of the first ferry.
    ferry2 (str): The name of the second ferry.
    Returns:
    float: The difference in bicycle fare between the two ferries.
    """"""
    # Filter the DataFrame for the specific ferries
    ferry1_df = df[df['Ferry'] == ferry1]
    ferry2_df = df[df['Ferry'] == ferry2]
    
    # Check if the ferries exist in the DataFrame
    if not ferry1_df.empty and not ferry2_df.empty:
        # Calculate the difference in bicycle fare
        fare_difference = ferry1_df['Bicycle'].values[0] - ferry2_df['Bicycle'].values[0]
        return fare_difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Ferry': ['Seattle-Bremerton', 'Southport-Fort Fisher', 'Fauntleroy-Vashon', 'Ocracoke', 'Mukilteo-Clinton'],
    'Bicycle': [8, 2, 5, 3, 5],
    'Car': [12, 5, 15, 15, 7]
})

# Call the tool to solve the problem
fare_difference = calculate_fare_difference(df, 'Seattle-Bremerton', 'Fauntleroy-Vashon')

# Print the answer
print(fare_difference)","def calculate_fare_difference_between_items(df, item_col, fare_col, item1, item2):
    """"""
    This function takes in a pandas DataFrame representing a table of items with different fare columns, and returns the difference in fare between two items for a specific fare column.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing item names and their fares for different columns.
    item_col (str): The column name for the item names.
    fare_col (str): The column name for the fare values.
    item1 (str): The name of the first item.
    item2 (str): The name of the second item.
    
    Returns:
    float: The difference in fare between the two items for the specified fare column.
    """"""
    # Filter the DataFrame for the specific items
    item1_df = df[df[item_col] == item1]
    item2_df = df[df[item_col] == item2]
    
    # Check if the items exist in the DataFrame
    if not item1_df.empty and not item2_df.empty:
        # Calculate the difference in fare
        fare_difference = item1_df[fare_col].values[0] - item2_df[fare_col].values[0]
        return fare_difference
    else:
        return None","df = pd.DataFrame({
    'Ferry': ['Seattle-Bremerton', 'Southport-Fort Fisher', 'Fauntleroy-Vashon', 'Ocracoke', 'Mukilteo-Clinton'],
    'Bicycle': [8, 2, 5, 3, 5],
    'Car': [12, 5, 15, 15, 7]
})

fare_difference = calculate_fare_difference_between_items(df, 'Ferry', 'Bicycle', 'Seattle-Bremerton', 'Fauntleroy-Vashon')
print(fare_difference)"
"For an economics project, Layla determined the cost of ferry rides for bicycles and cars. How much does it cost to take a bicycle on the Southport-Fort Fisher ferry?",2,"Ferry | Car | Bicycle
Seattle-Bremerton | $12 | $8
Mukilteu-Clinton | $7 | $5
Southport-Fort Fisher | $5 | $2
Fauntleroy-Vashon | $15 | $5
Ocracoke | $15 | $3",4,1902,"import pandas as pd

def get_bicycle_ferry_cost(df, ferry_name):
    """"""
    This function takes in a pandas DataFrame representing a ferry cost table and a ferry name, and returns the cost for a bicycle on the specified ferry.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing ferry names and their costs for cars and bicycles with columns 'Ferry', 'Car', and 'Bicycle'.
    ferry_name (str): The name of the ferry.
    Returns:
    float: The cost for a bicycle on the specified ferry.
    """"""
    # Filter the DataFrame for the specific ferry
    ferry_df = df[df['Ferry'] == ferry_name]
    if not ferry_df.empty:
        bicycle_cost = ferry_df['Bicycle'].values[0]
        return bicycle_cost
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Ferry': ['Seattle-Bremerton', 'Mukilteu-Clinton', 'Southport-Fort Fisher', 'Fauntleroy-Vashon', 'Ocracoke'],
    'Car': [12, 7, 5, 15, 15],
    'Bicycle': [8, 5, 2, 5, 3]
})
# Call the tool to solve the problem
bicycle_cost = get_bicycle_ferry_cost(df, 'Southport-Fort Fisher')
print(bicycle_cost)","def get_item_cost_for_specific_entity(df, entity_col, item_col, entity_name):
    """"""
    This function takes in a pandas DataFrame representing a table of entities and their item costs, and returns the cost for a specific item for a specific entity.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing entities and their item costs.
    entity_col (str): The column name for the entities.
    item_col (str): The column name for the item costs.
    entity_name (str): The name of the specific entity.
    
    Returns:
    float: The cost for the specific item for the specific entity.
    """"""
    # Filter the DataFrame for the specific entity
    entity_df = df[df[entity_col] == entity_name]
    if not entity_df.empty:
        item_cost = entity_df[item_col].values[0]
        return item_cost
    else:
        return None","df = pd.DataFrame({
    'Ferry': ['Seattle-Bremerton', 'Mukilteo-Clinton', 'Southport-Fort Fisher', 'Fauntleroy-Vashon', 'Ocracoke'],
    'Car': [12, 7, 5, 15, 15],
    'Bicycle': [8, 5, 2, 5, 3]
})
print(get_item_cost_for_specific_entity(df, 'Ferry', 'Bicycle', 'Southport-Fort Fisher'))"
A reporter counted the number of masks local artists made for this year's masquerade ball. How many artists made exactly 6 masks?,0,"Masks made | Frequency
1 | 17
2 | 18
3 | 9
4 | 15
5 | 2
6 | 0",7,11192,"import pandas as pd

def count_artists(df, masks):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of masks made by artists and a number of masks, and returns the number of artists who made exactly that number of masks.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of masks made and the frequency of artists who made that number of masks. The DataFrame should have columns 'Masks made' and 'Frequency'.
    masks (int): The number of masks to check.
    Returns:
    int: The number of artists who made exactly the specified number of masks.
    """"""
    # Filter the DataFrame for the specified number of masks
    masks_df = df[df['Masks made'] == masks]
    if not masks_df.empty:
        # Return the frequency of artists who made the specified number of masks
        return masks_df['Frequency'].values[0]
    else:
        # If no artists made the specified number of masks, return 0
        return 0","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Masks made': [1, 2, 3, 4, 5, 6],
    'Frequency': [17, 18, 9, 15, 2, 0]
})
# Call the tool to solve the problem
print(count_artists(df, 6))","def count_frequency_of_value_in_frequency_table(df, value_col, frequency_col, target_value):
    """"""
    This function takes in a pandas DataFrame representing a frequency table, a target value, and returns the frequency of the target value in the table.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a frequency table with columns specified by value_col and frequency_col.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    target_value (int): The target value to check the frequency.
    
    Returns:
    int: The frequency of the target value in the table. If the target value is not found in the table, it returns 0.
    """"""
    # Filter the DataFrame for the target value
    target_df = df[df[value_col] == target_value]
    if not target_df.empty:
        # Return the frequency of the target value
        return target_df[frequency_col].values[0]
    else:
        # If the target value is not found in the table, return 0
        return 0","df = pd.DataFrame({
    'Masks made': [1, 2, 3, 4, 5, 6],
    'Frequency': [17, 18, 9, 15, 2, 0]
})
print(count_frequency_of_value_in_frequency_table(df, 'Masks made', 'Frequency', 6))"
"For an economics project, Luca determined the cost of ferry rides for bicycles and cars. On the Fauntleroy-Vashon ferry, how much higher is the fare for a car than for a bicycle?",10,"Ferry | Bicycle | Car
Mukilteu-Clinton | $5 | $7
Seattle-Bremerton | $8 | $12
Fauntleroy-Vashon | $5 | $15
Southport-Fort Fisher | $2 | $5
Ocracoke | $3 | $15",4,7333,"import pandas as pd

def calculate_fare_difference(df, ferry_name):
    """"""
    This function takes in a pandas DataFrame representing a ferry fare table and a ferry name, and returns the fare difference between a car and a bicycle for the given ferry.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing ferry names and their fares for bicycles and cars with columns 'Ferry', 'Bicycle', and 'Car'.
    ferry_name (str): The name of the ferry.
    Returns:
    float: The fare difference between a car and a bicycle for the given ferry.
    """"""
    # Filter the DataFrame for the specific ferry
    ferry_df = df[df['Ferry'] == ferry_name]
    if not ferry_df.empty:
        # Calculate the fare difference
        fare_difference = ferry_df['Car'].values[0] - ferry_df['Bicycle'].values[0]
        return fare_difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Ferry': ['Mukilteo-Clinton', 'Seattle-Bremerton', 'Fauntleroy-Vashon', 'Southport-Fort Fisher', 'Ocracoke'],
    'Bicycle': [5, 8, 5, 2, 3],
    'Car': [7, 12, 15, 5, 15]
})

# Call the tool to solve the problem
fare_difference = calculate_fare_difference(df, 'Fauntleroy-Vashon')
print(fare_difference)","def calculate_fare_difference_for_vehicles(fare_df, ferry_col, vehicle1_col, vehicle2_col, ferry_name):
    """"""
    This function takes in a pandas DataFrame representing a fare table and a ferry name, and returns the fare difference between two types of vehicles for the given ferry.
    
    Args:
    fare_df (pd.DataFrame): A pandas DataFrame containing ferry names and their fares for two types of vehicles.
    ferry_col (str): The column name for the ferry names.
    vehicle1_col (str): The column name for the first type of vehicle.
    vehicle2_col (str): The column name for the second type of vehicle.
    ferry_name (str): The name of the ferry.
    
    Returns:
    float: The fare difference between the two types of vehicles for the given ferry.
    """"""
    # Filter the DataFrame for the specific ferry
    ferry_df = fare_df[fare_df[ferry_col] == ferry_name]
    if not ferry_df.empty:
        # Calculate the fare difference
        fare_difference = ferry_df[vehicle2_col].values[0] - ferry_df[vehicle1_col].values[0]
        return fare_difference
    else:
        return None","fare_data = {
    'Ferry': ['Mukilteo-Clinton', 'Seattle-Bremerton', 'Fauntleroy-Vashon', 'Southport-Fort Fisher', 'Ocracoke'],
    'Bicycle': [5, 8, 5, 2, 3],
    'Car': [7, 12, 15, 5, 15]
}

fare_df = pd.DataFrame(fare_data)

print(calculate_fare_difference_for_vehicles(fare_df, ""Ferry"", ""Bicycle"", ""Car"", ""Fauntleroy-Vashon""))"
A transportation analyst compared various bridges' tolls. How much is the toll for a carpool on the Fort Madison bridge?,1,"Bridge | Car | Carpool
Hatem | $5 | $5
George Washington | $8 | $2
Fort Madison | $1 | $1",4,5185,"import pandas as pd

def get_toll_for_carpool(df, bridge_name):
    """"""
    This function takes in a pandas DataFrame representing a table of bridge tolls and a bridge name, and returns the toll for a carpool on the specified bridge.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing bridge names and their tolls for cars and carpools with columns 'Bridge', 'Car', and 'Carpool'.
    bridge_name (str): The name of the bridge.
    Returns:
    float: The toll for a carpool on the specified bridge.
    """"""
    # Filter the DataFrame for the specific bridge
    bridge_df = df[df['Bridge'] == bridge_name]
    if not bridge_df.empty:
        carpool_toll = bridge_df['Carpool'].values[0]
        return carpool_toll
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Bridge': ['Hatem', 'George Washington', 'Fort Madison'],
    'Car': [5, 8, 1],
    'Carpool': [5, 2, 1]
})
# Call the tool to solve the problem
toll = get_toll_for_carpool(df, 'Fort Madison')
print(toll)","def get_value_from_category_and_item(data_frame, category_col, item_col, item_name):
    """"""
    This function takes in a pandas DataFrame, a category column, an item column, and an item name, and returns the value in the category column for the specified item.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing various categories and items.
    category_col (str): The column name for the categories.
    item_col (str): The column name for the items.
    item_name (str): The name of the item.
    
    Returns:
    float: The value in the category column for the specified item.
    """"""
    # Filter the DataFrame for the specific item
    item_df = data_frame[data_frame[item_col] == item_name]
    if not item_df.empty:
        category_value = item_df[category_col].values[0]
        return category_value
    else:
        return None","df = pd.DataFrame({
    'Bridge': ['Hatem', 'George Washington', 'Fort Madison'],
    'Car': [5, 8, 1],
    'Carpool': [5, 2, 1]
})
print(get_value_from_category_and_item(data_frame=df, category_col='Carpool', item_col='Bridge', item_name='Fort Madison'))"
A transportation analyst compared various bridges' tolls. How much is the toll for a carpool on the Fort Madison bridge?,1,"Bridge | Car | Carpool
Fort Madison | $1 | $1
Hatem | $5 | $5
George Washington | $8 | $2
Tacoma Narrows | $3 | $3",5,15198,"import pandas as pd

def get_toll_for_carpool(df, bridge_name):
    """"""
    This function takes in a pandas DataFrame representing a bridge toll table and a bridge name, and returns the toll for a carpool on the specified bridge.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing bridge names and their tolls with columns 'Bridge', 'Car', and 'Carpool'.
    bridge_name (str): The name of the bridge.
    Returns:
    float: The toll for a carpool on the specified bridge.
    """"""
    # Filter the DataFrame for the specific bridge
    bridge_df = df[df['Bridge'] == bridge_name]
    if not bridge_df.empty:
        carpool_toll = bridge_df['Carpool'].values[0]
        return carpool_toll
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Bridge': ['Fort Madison', 'Hatem', 'George Washington', 'Tacoma Narrows'],
    'Car': [1, 5, 8, 3],
    'Carpool': [1, 5, 2, 3]
})
# Call the tool to solve the problem
toll = get_toll_for_carpool(df, 'Fort Madison')
print(toll)","def get_value_from_table_by_row_and_column(data_frame, row_col, value_col, row_name):
    """"""
    This function takes in a pandas DataFrame, a row column name, a value column name, and a row name, and returns the value from the specified row and column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing various rows and columns.
    row_col (str): The column name for the row names.
    value_col (str): The column name for the values.
    row_name (str): The name of the row.
    
    Returns:
    float: The value from the specified row and column.
    """"""
    # Filter the DataFrame for the specific row
    row_df = data_frame[data_frame[row_col] == row_name]
    if not row_df.empty:
        value = row_df[value_col].values[0]
        return value
    else:
        return None","data_frame = pd.DataFrame({
    'Bridge': ['Fort Madison', 'Hatem', 'George Washington', 'Tacoma Narrows'],
    'Car': [1, 5, 8, 3],
    'Carpool': [1, 5, 2, 3]
})
print(get_value_from_table_by_row_and_column(data_frame, 'Bridge', 'Carpool', 'Fort Madison'))"
Each hamburger place has 2 waiters. How many waiters are in 3 hamburger places?,6,"Number of hamburger places | Number of waiters
1 | 2
2 | 4
3 | ?",2,8069,"def calculate_waiters(hamburger_places, waiters_per_place):
    """"""
    This function takes in the number of hamburger places and the number of waiters per place, and returns the total number of waiters.
    Args:
    hamburger_places (int): The number of hamburger places.
    waiters_per_place (int): The number of waiters per hamburger place.
    Returns:
    int: The total number of waiters.
    """"""
    return hamburger_places * waiters_per_place","# Call the tool to solve the problem
print(calculate_waiters(3, 2))","def calculate_total_workers_from_places_and_workers_per_place(places, workers_per_place):
    """"""
    This function takes in the number of places and the number of workers per place, and returns the total number of workers.
    
    Args:
    places (int): The number of places.
    workers_per_place (int): The number of workers per place.
    
    Returns:
    int: The total number of workers.
    """"""
    return places * workers_per_place","print(calculate_total_workers_from_places_and_workers_per_place(3, 2))"
Several people compared how many Web pages they had visited. How many more Web pages did Philip visit than Steven?,544,"Person | Number of Web pages
Javier | 3,778
Hayley | 1,121
Philip | 2,752
Maura | 4,955
Steven | 2,208",3,7290,"import pandas as pd

def calculate_difference(df, person1, person2):
    """"""
    This function takes in a pandas DataFrame representing a table of people and the number of web pages they visited, and returns the difference in the number of web pages visited by two specified people.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing people's names and the number of web pages they visited with columns 'Person' and 'Number of Web pages'.
    person1 (str): The name of the first person.
    person2 (str): The name of the second person.
    Returns:
    int: The difference in the number of web pages visited by the two people.
    """"""
    # Filter the DataFrame for the specific people
    person1_df = df[df['Person'] == person1]
    person2_df = df[df['Person'] == person2]
    
    # Get the number of web pages visited by each person
    person1_pages = person1_df['Number of Web pages'].values[0]
    person2_pages = person2_df['Number of Web pages'].values[0]
    
    # Calculate and return the difference
    return abs(person1_pages - person2_pages)","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Person': ['Javier', 'Hayley', 'Philip', 'Maura', 'Steven'],
    'Number of Web pages': [3778, 1121, 2752, 4955, 2208]
})

# Call the tool to solve the problem
difference = calculate_difference(df, 'Philip', 'Steven')
print(difference)","def calculate_absolute_difference_between_two_entities(df, entity_col, value_col, entity1, entity2):
    """"""
    This function takes in a pandas DataFrame representing a table of entities and their values, and returns the absolute difference in values between two specified entities.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing entities and their values.
    entity_col (str): The column name for the entities.
    value_col (str): The column name for the values.
    entity1 (str): The name of the first entity.
    entity2 (str): The name of the second entity.
    
    Returns:
    int: The absolute difference in values between the two entities.
    """"""
    # Filter the DataFrame for the specific entities
    entity1_df = df[df[entity_col] == entity1]
    entity2_df = df[df[entity_col] == entity2]
    
    # Get the value for each entity
    entity1_value = entity1_df[value_col].values[0]
    entity2_value = entity2_df[value_col].values[0]
    
    # Calculate and return the absolute difference
    return abs(entity1_value - entity2_value)","df = pd.DataFrame({
    'Person': ['Javier', 'Hayley', 'Philip', 'Maura', 'Steven'],
    'Number of Web pages': [3778, 1121, 2752, 4955, 2208]
})

print(calculate_absolute_difference_between_two_entities(df, 'Person', 'Number of Web pages', 'Philip', 'Steven'))"
Each restaurant table has 2 pepper shakers. How many pepper shakers are on 3 restaurant tables?,6,"Number of restaurant tables | Number of pepper shakers
1 | 2
2 | 4
3 | ?",2,13860,"def calculate_pepper_shakers(num_tables):
    """"""
    This function takes in the number of restaurant tables and returns the number of pepper shakers based on the fact that each table has 2 pepper shakers.
    Args:
    num_tables (int): The number of restaurant tables.
    Returns:
    int: The number of pepper shakers.
    """"""
    # Calculate the number of pepper shakers
    num_pepper_shakers = num_tables * 2
    return num_pepper_shakers","# Call the tool to solve the problem
print(calculate_pepper_shakers(3))","def calculate_total_items_from_groups_and_items_per_group(num_groups, items_per_group):
    """"""
    This function takes in the number of groups and the number of items per group, and returns the total number of items.
    
    Args:
    num_groups (int): The number of groups.
    items_per_group (int): The number of items per group.
    
    Returns:
    int: The total number of items.
    """"""
    # Calculate the total number of items
    total_items = num_groups * items_per_group
    return total_items","num_tables = 3
pepper_shakers_per_table = 2
print(calculate_total_items_from_groups_and_items_per_group(num_tables, pepper_shakers_per_table))"
"A transportation analyst compared various bridges' tolls. On the George Washington bridge, how much more is the toll for a car than for a carpool?",6,"Bridge | Car | Carpool
George Washington | $8 | $2
Hatem | $5 | $5
Fort Madison | $1 | $1
Tacoma Narrows | $3 | $3",5,6847,"import pandas as pd

def calculate_toll_difference(df, bridge_name):
    """"""
    This function takes in a pandas DataFrame representing a bridge toll table and a bridge name, and returns the difference in toll between a car and a carpool for the specified bridge.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing bridge names and their tolls for cars and carpools with columns 'Bridge', 'Car', and 'Carpool'.
    bridge_name (str): The name of the bridge to calculate the toll difference for.
    Returns:
    float: The difference in toll between a car and a carpool for the specified bridge.
    """"""
    # Filter the DataFrame for the specific bridge
    bridge_df = df[df['Bridge'] == bridge_name]
    if not bridge_df.empty:
        car_toll = bridge_df['Car'].values[0]
        carpool_toll = bridge_df['Carpool'].values[0]
        toll_difference = car_toll - carpool_toll
        return toll_difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Bridge': ['George Washington', 'Hatem', 'Fort Madison', 'Tacoma Narrows'],
    'Car': [8, 5, 1, 3],
    'Carpool': [2, 5, 1, 3]
})
# Call the tool to solve the problem
toll_difference = calculate_toll_difference(df, 'George Washington')
print(toll_difference)","def calculate_difference_between_columns_for_item(data_frame, item_col, value_col1, value_col2, item_name):
    """"""
    This function takes in a pandas DataFrame, two column names, and an item name, and returns the difference between the values in the two columns for the specified item.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing items and their values in two columns.
    item_col (str): The column name for the item names.
    value_col1 (str): The column name for the first set of values.
    value_col2 (str): The column name for the second set of values.
    item_name (str): The name of the item to calculate the difference for.
    
    Returns:
    float: The difference between the values in the two columns for the specified item.
    """"""
    # Filter the DataFrame for the specific item
    item_df = data_frame[data_frame[item_col] == item_name]
    if not item_df.empty:
        value1 = item_df[value_col1].values[0]
        value2 = item_df[value_col2].values[0]
        difference = value1 - value2
        return difference
    else:
        return None","data = {
    'Bridge': ['George Washington', 'Hatem', 'Fort Madison', 'Tacoma Narrows'],
    'Car': [8, 5, 1, 3],
    'Carpool': [2, 5, 1, 3]
}

df = pd.DataFrame(data)
print(calculate_difference_between_columns_for_item(data_frame=df, item_col=""Bridge"", value_col1=""Car"", value_col2=""Carpool"", item_name=""George Washington""))"
"An agricultural agency is researching how much cheese people have been eating in different parts of the world. In 2006, how much more cheese did Germany consume per capita than Argentina?",9,"Country | 1996 | 2006
Austria | 10 | 17
Great Britain | 9 | 10
Australia | 10 | 10
Argentina | 11 | 11
Germany | 12 | 20",4,10249,"import pandas as pd

def calculate_cheese_difference(df, country1, country2, year):
    """"""
    This function takes in a pandas DataFrame representing a table of cheese consumption per capita in different countries and years, and returns the difference in cheese consumption between two countries in a specific year.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing cheese consumption per capita in different countries and years. The DataFrame should have 'Country' as one of the columns and years as the other columns.
    country1 (str): The name of the first country.
    country2 (str): The name of the second country.
    year (str): The year to compare the cheese consumption.
    Returns:
    float: The difference in cheese consumption per capita between the two countries in the specified year.
    """"""
    # Filter the DataFrame for the specific countries and year
    country1_df = df[df['Country'] == country1]
    country2_df = df[df['Country'] == country2]
    
    # Get the cheese consumption for the two countries in the specified year
    country1_cheese = country1_df[year].values[0]
    country2_cheese = country2_df[year].values[0]
    
    # Calculate the difference in cheese consumption
    cheese_difference = country1_cheese - country2_cheese
    
    return cheese_difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Country': ['Austria', 'Great Britain', 'Australia', 'Argentina', 'Germany'],
    '1996': [10, 9, 10, 11, 12],
    '2006': [17, 10, 10, 11, 20]
})

# Call the tool to solve the problem
cheese_difference = calculate_cheese_difference(df, 'Germany', 'Argentina', '2006')
print(cheese_difference)","def calculate_attribute_difference_between_entities_in_year(df, entity_col, entity1, entity2, attribute_year):
    """"""
    This function takes in a pandas DataFrame representing a table of attributes for different entities in different years, and returns the difference in the attribute between two entities in a specific year.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing attributes for different entities in different years. The DataFrame should have the entity names as one of the columns and years as the other columns.
    entity_col (str): The column name for the entity names.
    entity1 (str): The name of the first entity.
    entity2 (str): The name of the second entity.
    attribute_year (str): The year to compare the attribute.
    
    Returns:
    float: The difference in the attribute between the two entities in the specified year.
    """"""
    # Filter the DataFrame for the specific entities and year
    entity1_df = df[df[entity_col] == entity1]
    entity2_df = df[df[entity_col] == entity2]
    
    # Get the attribute for the two entities in the specified year
    entity1_attribute = entity1_df[attribute_year].values[0]
    entity2_attribute = entity2_df[attribute_year].values[0]
    
    # Calculate the difference in the attribute
    attribute_difference = entity1_attribute - entity2_attribute
    
    return attribute_difference","df = pd.DataFrame({
    'Country': ['Austria', 'Great Britain', 'Australia', 'Argentina', 'Germany'],
    '1996': [10, 9, 10, 11, 12],
    '2006': [17, 10, 10, 11, 20]
})

print(calculate_attribute_difference_between_entities_in_year(df, 'Country', 'Germany', 'Argentina', '2006'))"
"An agricultural agency is researching how much cheese people have been eating in different parts of the world. In 2006, how much more cheese did Germany consume per capita than Argentina?",9,"Country | 1996 | 2006
Great Britain | 9 | 10
Argentina | 11 | 11
Germany | 12 | 20",4,4942,"import pandas as pd

def cheese_consumption_difference(df, country1, country2, year):
    """"""
    This function takes in a pandas DataFrame representing a table of cheese consumption per capita, and returns the difference in cheese consumption between two countries in a specific year.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing cheese consumption per capita data with columns 'Country', '1996', '2006'.
    country1 (str): The name of the first country.
    country2 (str): The name of the second country.
    year (str): The year to compare cheese consumption.
    Returns:
    float: The difference in cheese consumption per capita between the two countries in the specified year.
    """"""
    # Filter the DataFrame for the specific countries
    country1_df = df[df['Country'] == country1]
    country2_df = df[df['Country'] == country2]
    
    # Get the cheese consumption per capita for each country in the specified year
    country1_cheese = country1_df[year].values[0]
    country2_cheese = country2_df[year].values[0]
    
    # Calculate the difference in cheese consumption per capita
    difference = country1_cheese - country2_cheese
    
    return difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Country': ['Great Britain', 'Argentina', 'Germany'],
    '1996': [9, 11, 12],
    '2006': [10, 11, 20]
})

# Call the tool to solve the problem
difference = cheese_consumption_difference(df, 'Germany', 'Argentina', '2006')
print(difference)","def calculate_difference_in_attribute_between_entities(df, entity_col, entity1, entity2, attribute_year_col):
    """"""
    This function takes in a pandas DataFrame representing a table of entity attributes, and returns the difference in the attribute between two entities in a specific year.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing entity attributes with columns specified by entity_col and attribute_year_col.
    entity_col (str): The column name for the entities.
    entity1 (str): The name of the first entity.
    entity2 (str): The name of the second entity.
    attribute_year_col (str): The column name for the attribute values in the specified year.
    
    Returns:
    float: The difference in the attribute between the two entities in the specified year.
    """"""
    # Filter the DataFrame for the specific entities
    entity1_df = df[df[entity_col] == entity1]
    entity2_df = df[df[entity_col] == entity2]
    
    # Get the attribute value for each entity in the specified year
    entity1_attribute = entity1_df[attribute_year_col].values[0]
    entity2_attribute = entity2_df[attribute_year_col].values[0]
    
    # Calculate the difference in the attribute
    difference = entity1_attribute - entity2_attribute
    
    return difference","df = pd.DataFrame({
    'Country': ['Great Britain', 'Argentina', 'Germany'],
    '1996': [9, 11, 12],
    '2006': [10, 11, 20]
})

print(calculate_difference_in_attribute_between_entities(df, 'Country', 'Germany', 'Argentina', '2006'))"
A biologist recorded the number of birds at lakes in Newport. How many more geese live in Moon Lake than Spring Lake?,2,"Lake | Swans | Geese
Blue Lake | 5 | 3
Spring Lake | 2 | 17
Moon Lake | 8 | 19
Long Lake | 10 | 16",5,16865,"import pandas as pd

def calculate_difference(df, column, location1, location2):
    """"""
    This function takes in a pandas DataFrame, a column name, and two location names, and returns the difference in the number of birds between the two locations.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of birds at different locations.
    column (str): The column name of the bird type.
    location1 (str): The name of the first location.
    location2 (str): The name of the second location.
    Returns:
    int: The difference in the number of birds between the two locations.
    """"""
    # Filter the DataFrame for the specific locations
    location1_df = df[df['Lake'] == location1]
    location2_df = df[df['Lake'] == location2]
    
    # Get the number of birds at each location
    location1_birds = location1_df[column].values[0]
    location2_birds = location2_df[column].values[0]
    
    # Calculate the difference in the number of birds
    difference = location1_birds - location2_birds
    
    return difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Lake': ['Blue Lake', 'Spring Lake', 'Moon Lake', 'Long Lake'],
    'Swans': [5, 2, 8, 10],
    'Geese': [3, 17, 19, 16]
})
# Call the tool to solve the problem
difference = calculate_difference(df, 'Geese', 'Moon Lake', 'Spring Lake')
print(difference)","def calculate_difference_in_category_between_two_locations(df, location_col, category_col, location1, location2):
    """"""
    This function takes in a pandas DataFrame, a location column name, a category column name, and two location names, and returns the difference in the count of the category between the two locations.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing counts of categories at different locations.
    location_col (str): The column name for the locations.
    category_col (str): The column name for the category.
    location1 (str): The name of the first location.
    location2 (str): The name of the second location.
    
    Returns:
    int: The difference in the count of the category between the two locations.
    """"""
    # Filter the DataFrame for the specific locations
    location1_df = df[df[location_col] == location1]
    location2_df = df[df[location_col] == location2]
    
    # Get the count of the category at each location
    location1_count = location1_df[category_col].values[0]
    location2_count = location2_df[category_col].values[0]
    
    # Calculate the difference in the count of the category
    difference = location1_count - location2_count
    
    return difference","df = pd.DataFrame({
    'Lake': ['Blue Lake', 'Spring Lake', 'Moon Lake', 'Long Lake'],
    'Swans': [5, 2, 8, 10],
    'Geese': [3, 17, 19, 16]
})
print(calculate_difference_in_category_between_two_locations(df, 'Lake', 'Geese', 'Moon Lake', 'Spring Lake'))"
