question,answer,table,level,tool_id,code,api_call,tool,tool_call
How much more does a night's stay at Liberty Bed and Breakfast cost than a night's stay at Grand Vista Hotel?,324.0,"night's stay at Grand Vista Hotel | $132.00
night's stay at Royal Canopy Resort | $175.00
night's stay at Oceanspray Inn | $445.00
night's stay at Cerulean Resort | $321.00
night's stay at Mahogany Lodge | $425.00
night's stay at Liberty Bed and Breakfast | $456.00",8,4277,"import pandas as pd

def calculate_price_difference(hotel_df, hotel1, hotel2):
    """"""
    This function takes in a pandas DataFrame representing a hotel price table and two hotel names, and returns the price difference between the two hotels.
    Args:
    hotel_df (pd.DataFrame): A pandas DataFrame containing hotel names and their prices with columns 'Hotel' and 'Price'.
    hotel1 (str): The name of the first hotel.
    hotel2 (str): The name of the second hotel.
    Returns:
    float: The price difference between the two hotels.
    """"""
    # Filter the DataFrame for the specific hotels
    hotel1_df = hotel_df[hotel_df['Hotel'] == hotel1]
    hotel2_df = hotel_df[hotel_df['Hotel'] == hotel2]
    
    # Check if both hotels are in the DataFrame
    if not hotel1_df.empty and not hotel2_df.empty:
        # Calculate the price difference
        price_difference = hotel2_df['Price'].values[0] - hotel1_df['Price'].values[0]
        return price_difference
    else:
        return None","# Initialize the table into a dataframe
hotel_df = pd.DataFrame({
    'Hotel': [""night's stay at Grand Vista Hotel"", ""night's stay at Royal Canopy Resort"", ""night's stay at Oceanspray Inn"", ""night's stay at Cerulean Resort"", ""night's stay at Mahogany Lodge"", ""night's stay at Liberty Bed and Breakfast""],
    'Price': [132.00, 175.00, 445.00, 321.00, 425.00, 456.00]
})

# Call the tool to solve the problem
price_difference = calculate_price_difference(hotel_df, ""night's stay at Grand Vista Hotel"", ""night's stay at Liberty Bed and Breakfast"")
print(price_difference)","def calculate_price_difference_between_items(item_prices_df, item_col, price_col, item1, item2):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices and two item names, and returns the price difference between the two items.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    price_col (str): The column name for the item prices.
    item1 (str): The name of the first item.
    item2 (str): The name of the second item.
    
    Returns:
    float: The price difference between the two items.
    """"""
    # Filter the DataFrame for the specific items
    item1_df = item_prices_df[item_prices_df[item_col] == item1]
    item2_df = item_prices_df[item_prices_df[item_col] == item2]
    
    # Check if both items are in the DataFrame
    if not item1_df.empty and not item2_df.empty:
        # Calculate the price difference
        price_difference = item2_df[price_col].values[0] - item1_df[price_col].values[0]
        return price_difference
    else:
        return None","item_prices_data = {
    'Item': [""night's stay at Grand Vista Hotel"", ""night's stay at Royal Canopy Resort"", ""night's stay at Oceanspray Inn"", ""night's stay at Cerulean Resort"", ""night's stay at Mahogany Lodge"", ""night's stay at Liberty Bed and Breakfast""],
    'Price': [132.00, 175.00, 445.00, 321.00, 425.00, 456.00]
}

item_prices_df = pd.DataFrame(item_prices_data)

price_difference = calculate_price_difference_between_items(item_prices_df, ""Item"", ""Price"", ""night's stay at Grand Vista Hotel"", ""night's stay at Liberty Bed and Breakfast"")
print(price_difference)"
"Mr. Gilmore, the band director, counted the number of instruments played by each member of the band. How many more girls play the drums than the flute?",2.0,"Instrument | Girls | Boys
Trumpet | 6 | 15
Flute | 4 | 20
Drums | 6 | 18",5,8104,"import pandas as pd

def calculate_difference(df, instrument1, instrument2, gender):
    """"""
    This function takes in a pandas DataFrame representing a table of instruments played by each gender, and returns the difference in the number of girls who play two different instruments.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing instruments and the number of each gender who play them. The DataFrame should have columns 'Instrument', 'Girls', and 'Boys'.
    instrument1 (str): The name of the first instrument.
    instrument2 (str): The name of the second instrument.
    gender (str): The gender to compare.
    Returns:
    int: The difference in the number of girls who play the two instruments.
    """"""
    # Filter the DataFrame for the specific instruments
    instrument1_df = df[df['Instrument'] == instrument1]
    instrument2_df = df[df['Instrument'] == instrument2]
    
    # Get the number of girls who play each instrument
    instrument1_count = instrument1_df[gender].values[0]
    instrument2_count = instrument2_df[gender].values[0]
    
    # Calculate and return the difference
    return abs(instrument1_count - instrument2_count)","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Instrument': ['Trumpet', 'Flute', 'Drums'],
    'Girls': [6, 4, 6],
    'Boys': [15, 20, 18]
})
# Call the tool to solve the problem
difference = calculate_difference(df, 'Drums', 'Flute', 'Girls')
print(difference)","def calculate_difference_between_two_categories(df, category_col, count_col, category1, category2, group):
    """"""
    This function takes in a pandas DataFrame representing a table of counts for different categories and a group, and returns the difference in counts between two categories for the specified group.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing categories and counts for different groups.
    category_col (str): The column name for the categories.
    count_col (str): The column name for the counts.
    category1 (str): The name of the first category.
    category2 (str): The name of the second category.
    group (str): The name of the group to compare.
    
    Returns:
    int: The difference in counts between the two categories for the specified group.
    """"""
    # Filter the DataFrame for the specific categories
    category1_df = df[df[category_col] == category1]
    category2_df = df[df[category_col] == category2]
    
    # Get the counts for each category
    category1_count = category1_df[group].values[0]
    category2_count = category2_df[group].values[0]
    
    # Calculate and return the difference
    return abs(category1_count - category2_count)","df = pd.DataFrame({
    'Instrument': ['Trumpet', 'Flute', 'Drums'],
    'Girls': [6, 4, 6],
    'Boys': [15, 20, 18]
})
print(calculate_difference_between_two_categories(df, 'Instrument', 'Girls', 'Drums', 'Flute', 'Girls'))"
"To get credit for meeting his school's community service requirement, Sandeep kept a volunteering log. What is the median of the numbers?",6.0,"Day | Hours
Friday | 10
Saturday | 4
Sunday | 3
Monday | 7
Tuesday | 6",5,6188,"import pandas as pd
import numpy as np

def calculate_median(df):
    """"""
    This function takes in a pandas DataFrame representing a volunteering log and returns the median of the hours.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing days and hours of volunteering with columns 'Day' and 'Hours'.
    Returns:
    float: The median of the hours.
    """"""
    # Extract the 'Hours' column and calculate the median
    median_hours = np.median(df['Hours'])
    
    return median_hours","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Hours': [10, 4, 3, 7, 6]
})

# Call the tool to solve the problem
median_hours = calculate_median(df)
print(median_hours)","def calculate_median_of_numerical_column(df, num_col):
    """"""
    This function takes in a pandas DataFrame and a numerical column name, and returns the median of the numerical column.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing various columns.
    num_col (str): The column name for the numerical values.
    
    Returns:
    float: The median of the numerical column.
    """"""
    # Extract the numerical column and calculate the median
    median_value = np.median(df[num_col])
    
    return median_value","df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Hours': [10, 4, 3, 7, 6]
})

print(calculate_median_of_numerical_column(df, 'Hours'))"
Some students at Dayton Middle School signed up to help out with the school play. How many students are on the set design committee?,10.0,"Committee | Boys | Girls
Lighting | 16 | 14
Casting | 9 | 7
Costume | 5 | 13
Sound | 19 | 2
Set design | 8 | 2",5,3253,"import pandas as pd

def count_students_in_committee(df, committee_name):
    """"""
    This function takes in a pandas DataFrame representing a committee table and a committee name, and returns the total number of students in the committee.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing committee names and the number of boys and girls in each committee with columns 'Committee', 'Boys', and 'Girls'.
    committee_name (str): The name of the committee.
    Returns:
    int: The total number of students in the committee.
    """"""
    # Filter the DataFrame for the specific committee
    committee_df = df[df['Committee'] == committee_name]
    if not committee_df.empty:
        # Calculate the total number of students in the committee
        total_students = committee_df['Boys'].values[0] + committee_df['Girls'].values[0]
        return total_students
    else:
        return 0","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Committee': ['Lighting', 'Casting', 'Costume', 'Sound', 'Set design'],
    'Boys': [16, 9, 5, 19, 8],
    'Girls': [14, 7, 13, 2, 2]
})
# Call the tool to solve the problem
students_in_set_design = count_students_in_committee(df, 'Set design')
print(students_in_set_design)","def count_total_members_in_group(group_df, group_col, member_cols, group_name):
    """"""
    This function takes in a pandas DataFrame representing a group table, a list of member count columns, and a group name, and returns the total number of members in the group.
    
    Args:
    group_df (pd.DataFrame): A pandas DataFrame containing group names and the number of members in each group.
    group_col (str): The column name for the group names.
    member_cols (list): A list of column names for the member counts.
    group_name (str): The name of the group.
    
    Returns:
    int: The total number of members in the group.
    """"""
    # Filter the DataFrame for the specific group
    group_data = group_df[group_df[group_col] == group_name]
    if not group_data.empty:
        # Calculate the total number of members in the group
        total_members = sum(group_data[col].values[0] for col in member_cols)
        return total_members
    else:
        return 0","df = pd.DataFrame({
    'Committee': ['Lighting', 'Casting', 'Costume', 'Sound', 'Set design'],
    'Boys': [16, 9, 5, 19, 8],
    'Girls': [14, 7, 13, 2, 2]
})
print(count_total_members_in_group(group_df=df, group_col='Committee', member_cols=['Boys', 'Girls'], group_name='Set design'))"
"Mr. Lowery, the band director, counted the number of instruments played by each member of the band. How many more band members play the drums than the flute?",2.0,"Instrument | Boys | Girls
Clarinet | 17 | 6
Trombone | 11 | 3
Drums | 15 | 4
Flute | 8 | 9",5,14647,"import pandas as pd

def calculate_difference_instruments(df, instrument1, instrument2):
    """"""
    This function takes in a pandas DataFrame representing the number of instruments played by boys and girls, and returns the difference in the number of band members playing the two specified instruments.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of instruments played by boys and girls with columns 'Instrument', 'Boys', and 'Girls'.
    instrument1 (str): The name of the first instrument.
    instrument2 (str): The name of the second instrument.
    Returns:
    int: The difference in the number of band members playing the two specified instruments.
    """"""
    # Filter the DataFrame for the specific instruments
    instrument1_df = df[df['Instrument'] == instrument1]
    instrument2_df = df[df['Instrument'] == instrument2]
    
    # Calculate the total number of band members playing each instrument
    instrument1_total = instrument1_df['Boys'].values[0] + instrument1_df['Girls'].values[0]
    instrument2_total = instrument2_df['Boys'].values[0] + instrument2_df['Girls'].values[0]
    
    # Calculate the difference in the number of band members playing the two instruments
    difference = abs(instrument1_total - instrument2_total)
    
    return difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Instrument': ['Clarinet', 'Trombone', 'Drums', 'Flute'],
    'Boys': [17, 11, 15, 8],
    'Girls': [6, 3, 4, 9]
})

# Call the tool to solve the problem
difference = calculate_difference_instruments(df, 'Drums', 'Flute')
print(difference)","def calculate_difference_in_counts_of_two_categories(df, category_col, count_col1, count_col2, category1, category2):
    """"""
    This function takes in a pandas DataFrame representing a table of counts for various categories and two category names, and returns the difference in the total counts of the two categories.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing counts for various categories.
    category_col (str): The column name for the categories.
    count_col1 (str): The column name for the first count.
    count_col2 (str): The column name for the second count.
    category1 (str): The name of the first category.
    category2 (str): The name of the second category.
    
    Returns:
    int: The difference in the total counts of the two categories.
    """"""
    # Filter the DataFrame for the specific categories
    category1_df = df[df[category_col] == category1]
    category2_df = df[df[category_col] == category2]
    
    # Calculate the total count for each category
    category1_total = category1_df[count_col1].values[0] + category1_df[count_col2].values[0]
    category2_total = category2_df[count_col1].values[0] + category2_df[count_col2].values[0]
    
    # Calculate the difference in the total counts of the two categories
    difference = abs(category1_total - category2_total)
    
    return difference","df = pd.DataFrame({
    'Instrument': ['Clarinet', 'Trombone', 'Drums', 'Flute'],
    'Boys': [17, 11, 15, 8],
    'Girls': [6, 3, 4, 9]
})

print(calculate_difference_in_counts_of_two_categories(df, 'Instrument', 'Boys', 'Girls', 'Drums', 'Flute'))"
Each football field has 10 sprinklers. How many sprinklers are on 6 football fields?,60.0,"Number of football fields | Number of sprinklers
1 | 10
2 | 20
3 | 30
4 | 40
5 | 50
6 | ?",1,14924,"import pandas as pd

def calculate_sprinklers_for_fields(df, num_fields):
    """"""
    This function takes in a pandas DataFrame representing a table of football fields and their corresponding number of sprinklers, and returns the number of sprinklers for the given number of football fields.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of football fields and their corresponding number of sprinklers with columns 'Number of football fields' and 'Number of sprinklers'.
    num_fields (int): The number of football fields for which the number of sprinklers is to be calculated.
    Returns:
    int: The number of sprinklers for the given number of football fields.
    """"""
    # Calculate the number of sprinklers per football field
    sprinklers_per_field = df['Number of sprinklers'][0] // df['Number of football fields'][0]
    
    # Calculate the number of sprinklers for the given number of football fields
    total_sprinklers = num_fields * sprinklers_per_field
    
    return total_sprinklers","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of football fields': [1, 2, 3, 4, 5],
    'Number of sprinklers': [10, 20, 30, 40, 50]
})

# Call the tool to solve the problem
num_fields = 6
num_sprinklers = calculate_sprinklers_for_fields(df, num_fields)
print(num_sprinklers)","def calculate_total_items_for_groups(data_frame, group_col, item_col, num_groups):
    """"""
    This function takes in a pandas DataFrame representing a table of group-item relationships and a given number of groups, and returns the total number of items for the given number of groups based on the items per group.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the number of groups and their corresponding number of items with specified columns for group_col and item_col.
    group_col (str): The column name for the group values.
    item_col (str): The column name for the item values.
    num_groups (int): The number of groups for which the total number of items is to be calculated.
    
    Returns:
    int: The total number of items for the given number of groups.
    """"""
    # Calculate the number of items per group
    items_per_group = data_frame[item_col][0] // data_frame[group_col][0]
    
    # Calculate the total number of items for the given number of groups
    total_items = num_groups * items_per_group
    
    return total_items","data = {
    'Number of football fields': [1, 2, 3, 4, 5],
    'Number of sprinklers': [10, 20, 30, 40, 50]
}

df = pd.DataFrame(data)

num_groups = 6
total_sprinklers = calculate_total_items_for_groups(data_frame=df, group_col=""Number of football fields"", item_col=""Number of sprinklers"", num_groups=num_groups)
print(total_sprinklers)"
Jessica found a list of the number of roller coasters at each amusement park in the state. What is the smallest number of roller coasters?,10.0,"Stem | Leaf 
1 | 0, 4, 5, 6
2 | 1, 2, 3, 4, 5, 9
3 | 8, 9, 9
4 | 1, 3, 4, 6, 6, 8, 9",8,5000,"import pandas as pd

def find_smallest_number(df):
    """"""
    This function takes in a pandas dataframe of roller coasters per amusement park, and returns the smallest number of roller coasters.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the number of roller coasters per amusement park.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The smallest number of roller coasters.
    """"""
    # prepare a list to calculate roller coasters in each park
    roller_coasters = []
    # calculate the total number of roller coasters in each park
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            roller_coasters.append(stem * 10 + leaf[j])
    # find the smallest number of roller coasters
    smallest_number = min(roller_coasters)
    return smallest_number","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [1, 2, 3, 4],
    'Leaf': [[0, 4, 5, 6], [1, 2, 3, 4, 5, 9], [8, 9, 9], [1, 3, 4, 6, 6, 8, 9]]
})
# Call the tool to solve the problem
smallest_number = find_smallest_number(df)
print(smallest_number)","def find_smallest_value_in_stem_leaf(data_frame, stem_col, leaf_col):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items and returns the smallest value among the items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    
    Returns:
    int: The smallest value among the items.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Find the smallest value among the items
    smallest_value = min(items)
    
    return smallest_value","data = {
    ""Stem"": [1, 2, 3, 4],
    ""Leaf"": [[0, 4, 5, 6], [1, 2, 3, 4, 5, 9], [8, 9, 9], [1, 3, 4, 6, 6, 8, 9]]
}

df = pd.DataFrame(data)
print(find_smallest_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf""))"
"An Idaho farmer has been monitoring crop prices over time. Per cwt, how much did potatoes cost in 2003?",4.0,"Crop | 2003 | 2004
Lentils | $18 | $14
Canola | $10 | $11
Onions | $11 | $7
Potatoes | $4 | $4",4,3341,"import pandas as pd

def get_crop_price(crop_prices_df, crop, year):
    """"""
    This function takes in a pandas DataFrame representing crop prices over time, a crop name, and a year, and returns the price of the crop in the specified year.
    Args:
    crop_prices_df (pd.DataFrame): A pandas DataFrame containing crop prices over time with columns 'Crop', and years as column names.
    crop (str): The name of the crop to get the price for.
    year (str): The year to get the price for the specified crop.
    Returns:
    float: The price of the specified crop in the specified year.
    """"""
    # Filter the DataFrame for the specific crop
    crop_df = crop_prices_df[crop_prices_df['Crop'] == crop]
    
    # Get the price of the crop in the specified year
    if not crop_df.empty:
        price = crop_df[year].values[0]
        return price
    else:
        return None","# Initialize the table into a dataframe
crop_prices_df = pd.DataFrame({
    'Crop': ['Lentils', 'Canola', 'Onions', 'Potatoes'],
    '2003': [18, 10, 11, 4],
    '2004': [14, 11, 7, 4]
})

# Call the tool to solve the problem
potato_price_2003 = get_crop_price(crop_prices_df, 'Potatoes', '2003')
print(potato_price_2003)","def get_item_value_in_specific_year(item_values_df, item_col, item_name, year):
    """"""
    This function takes in a pandas DataFrame representing a table of item values over time, an item name, and a year, and returns the value of the item in the specified year.
    
    Args:
    item_values_df (pd.DataFrame): A pandas DataFrame containing item values over time with columns specified by item_col, and years as column names.
    item_col (str): The column name for the item names.
    item_name (str): The name of the item to get the value for.
    year (str): The year to get the value for the specified item.
    
    Returns:
    float: The value of the specified item in the specified year.
    """"""
    # Filter the DataFrame for the specific item
    item_df = item_values_df[item_values_df[item_col] == item_name]
    
    # Get the value of the item in the specified year
    if not item_df.empty:
        value = item_df[year].values[0]
        return value
    else:
        return None","item_values_data = {
    'Crop': ['Lentils', 'Canola', 'Onions', 'Potatoes'],
    '2003': [18, 10, 11, 4],
    '2004': [14, 11, 7, 4]
}

item_values_df = pd.DataFrame(item_values_data)

print(get_item_value_in_specific_year(item_values_df, ""Crop"", ""Potatoes"", ""2003""))"
"To get credit for meeting his school's community service requirement, Edmond kept a volunteering log. What is the range of the numbers?",5.0,"Day | Hours
Monday | 6
Tuesday | 6
Wednesday | 6
Thursday | 8
Friday | 3
Saturday | 7",7,4943,"import pandas as pd

def calculate_range(df):
    """"""
    This function takes in a pandas DataFrame representing a volunteering log and returns the range of the hours.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing days and hours with columns 'Day' and 'Hours'.
    Returns:
    int: The range of the hours.
    """"""
    # Calculate the range of the hours
    range_hours = df['Hours'].max() - df['Hours'].min()
    
    return range_hours","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'],
    'Hours': [6, 6, 6, 8, 3, 7]
})
# Call the tool to solve the problem
range_hours = calculate_range(df)
print(range_hours)","def calculate_range_of_column(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the range of the values in the column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column to calculate the range.
    
    Returns:
    float: The range of the values in the column.
    """"""
    # Calculate the range of the values in the column
    range_values = data_frame[column_name].max() - data_frame[column_name].min()
    
    return range_values","df = pd.DataFrame({
    'Day': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'],
    'Hours': [6, 6, 6, 8, 3, 7]
})
print(calculate_range_of_column(data_frame=df, column_name='Hours'))"
An adventure tour company found out how many whales people saw on its most popular whale tour. How many people are there in all?,43.0,"Whales spotted | Frequency
0 | 0
1 | 3
2 | 20
3 | 5
4 | 7
5 | 8",8,13442,"import pandas as pd

def calculate_total_people(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of whales spotted and returns the total number of people.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of whales spotted and the frequency with columns 'Whales spotted' and 'Frequency'.
    Returns:
    int: The total number of people.
    """"""
    # Multiply the number of whales spotted by the frequency and sum up the results
    total_people = df['Frequency'].sum()
    
    return total_people","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Whales spotted': [0, 1, 2, 3, 4, 5],
    'Frequency': [0, 3, 20, 5, 7, 8]
})

# Call the tool to solve the problem
total_people = calculate_total_people(df)
print(total_people)","def calculate_total_from_frequency_table(data_frame, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and returns the total number of items based on the frequencies.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the frequency table with a column specified by frequency_col.
    frequency_col (str): The column name for the frequencies.
    
    Returns:
    int: The total number of items.
    """"""
    # Sum up the values in the frequency column
    total_items = data_frame[frequency_col].sum()
    
    return total_items","df = pd.DataFrame({
    'Whales spotted': [0, 1, 2, 3, 4, 5],
    'Frequency': [0, 3, 20, 5, 7, 8]
})

total_people = calculate_total_from_frequency_table(data_frame=df, frequency_col='Frequency')
print(total_people)"
An adventure tour company found out how many whales people saw on its most popular whale tour. How many people are there in all?,42.0,"Whales spotted | Frequency
0 | 6
1 | 0
2 | 14
3 | 2
4 | 20",7,3382,"import pandas as pd

def calculate_total_people(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of whales spotted and returns the total number of people.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of whales spotted and the frequency with columns 'Whales spotted' and 'Frequency'.
    Returns:
    int: The total number of people.
    """"""
    # Multiply the number of whales spotted by the frequency and sum up the results
    total_people = df['Frequency'].sum()
    
    return total_people","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Whales spotted': [0, 1, 2, 3, 4],
    'Frequency': [6, 0, 14, 2, 20]
})
# Call the tool to solve the problem
total_people = calculate_total_people(df)
print(total_people)","def calculate_total_count_from_frequency(data_frame, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and returns the total count based on the frequency column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the frequency table with a column specified by frequency_col.
    frequency_col (str): The column name for the frequency values.
    
    Returns:
    int: The total count based on the frequency column.
    """"""
    # Sum up the frequency column to get the total count
    total_count = data_frame[frequency_col].sum()
    
    return total_count","df = pd.DataFrame({
    'Whales spotted': [0, 1, 2, 3, 4],
    'Frequency': [6, 0, 14, 2, 20]
})
print(calculate_total_count_from_frequency(data_frame=df, frequency_col=""Frequency""))"
"An Idaho farmer has been monitoring crop prices over time. Per cwt, how much more did lentils cost in 2006 than in 2005?",4.0,"Crop | 2005 | 2006
Lentils | $12 | $16
Potatoes | $6 | $6
Canola | $10 | $12
Onions | $8 | $17
Peas | $6 | $8",5,11942,"import pandas as pd

def calculate_price_difference(df, crop):
    """"""
    This function takes in a pandas DataFrame representing a crop price table and a string of crop name, and returns the price difference of the crop between 2006 and 2005.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing crop names and their prices in 2005 and 2006 with columns 'Crop', '2005' and '2006'.
    crop (str): A string representing the name of the crop.
    Returns:
    float: The price difference of the crop between 2006 and 2005.
    """"""
    # Filter the DataFrame for the specific crop
    crop_df = df[df['Crop'] == crop]
    if not crop_df.empty:
        price_2005 = crop_df['2005'].values[0]
        price_2006 = crop_df['2006'].values[0]
        price_difference = price_2006 - price_2005
        return price_difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Crop': ['Lentils', 'Potatoes', 'Canola', 'Onions', 'Peas'],
    '2005': [12, 6, 10, 8, 6],
    '2006': [16, 6, 12, 17, 8]
})

# Call the tool to solve the problem
price_difference = calculate_price_difference(df, 'Lentils')
print(price_difference)","def calculate_price_difference_between_years(item_prices_df, item_col, year1_col, year2_col, item_name):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices per year and a string of item name, and returns the price difference of the item between year2 and year1.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices in year1 and year2.
    item_col (str): The column name for the item names.
    year1_col (str): The column name for the item prices in year1.
    year2_col (str): The column name for the item prices in year2.
    item_name (str): A string representing the name of the item.
    
    Returns:
    float: The price difference of the item between year2 and year1.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        price_year1 = item_price_df[year1_col].values[0]
        price_year2 = item_price_df[year2_col].values[0]
        price_difference = price_year2 - price_year1
        return price_difference
    else:
        return None","item_prices_data = {
    'Crop': ['Lentils', 'Potatoes', 'Canola', 'Onions', 'Peas'],
    '2005': [12, 6, 10, 8, 6],
    '2006': [16, 6, 12, 17, 8]
}

item_prices_df = pd.DataFrame(item_prices_data)

print(calculate_price_difference_between_years(item_prices_df, ""Crop"", ""2005"", ""2006"", ""Lentils""))"
A Technical Assistance Manager monitored his customers' wait times. How many people waited for exactly 39 minutes?,3.0,"Stem | Leaf 
3 | 1, 1, 7, 9, 9, 9
4 | 0, 3, 5, 5, 6, 7, 8, 9
5 | 0, 6
6 | 7, 9, 9
7 | 3, 7
8 | 0, 2, 7, 9",6,15580,"import pandas as pd

def count_customers_with_wait_time(df, wait_time):
    """"""
    This function takes in a pandas dataframe of customers' wait times, and returns the number of customers who waited for exactly a certain amount of time.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the customers' wait times.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    wait_time (int): The wait time to count.
    Returns:
    int: The number of customers who waited for exactly the specified wait time.
    """"""
    # prepare a list to calculate wait times
    wait_times = []
    # calculate the total wait time for each customer
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            wait_times.append(stem * 10 + leaf[j])
    # filter the customers where the wait time is exactly the specified wait time
    filtered = [time for time in wait_times if time == wait_time]
    # count the number of customers
    num_customers = len(filtered)
    return num_customers","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [3, 4, 5, 6, 7, 8],
    'Leaf': [[1, 1, 7, 9, 9, 9], [0, 3, 5, 5, 6, 7, 8, 9], [0, 6], [7, 9, 9], [3, 7], [0, 2, 7, 9]]
})
# Call the tool to solve the problem
print(count_customers_with_wait_time(df, 39))","def count_instances_with_specified_value_in_stem_leaf(data_frame, stem_col, leaf_col, specified_value):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of instances and a specified value, and returns the number of instances that have values equal to the specified value.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of instances with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    specified_value (int): The specified value for filtering instances.
    
    Returns:
    int: The number of instances with values equal to the specified value.
    """"""
    # Initialize the list to calculate instances
    instances = []
    
    # Calculate the total value of instances
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            instances.append(stem * 10 + leaf[j])
    
    # Filter the instances where the total value is equal to the specified value
    filtered = [instance for instance in instances if instance == specified_value]
    
    # Count the number of instances
    num_instances = len(filtered)
    
    return num_instances","data = {
    ""Stem"": [3, 4, 5, 6, 7, 8],
    ""Leaf"": [[1, 1, 7, 9, 9, 9], [0, 3, 5, 5, 6, 7, 8, 9], [0, 6], [7, 9, 9], [3, 7], [0, 2, 7, 9]]
}

df = pd.DataFrame(data)
print(count_instances_with_specified_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", specified_value=39))"
